PageId,TagName,Tag Content
POTSALESET,POTSALESET_48,Customer Number
POTSALESET,POTSALESET_Enable_Store_Level_Limit,Enable Store-Level Limit
POTSALESET,POTSALESET_49,Staff Name
POTSALESET,POTSALESET_Reset_invoice_sequence_instantly_Desc,Instantly reset the invoice sequence number to 1
POTSALESET,POTSALESET_43,Choose Location
POTSALESET,POTSALESET_MONTHLY,Monthly
POTSALESET,POTSALESET_SAVE,Save
POTSALESET,POTSALESET_Configure_invoice_sequence_number,Configure invoice sequence number
POTSALESET,POTSALESET_44,Collect coupon code
POTSALESET,POTSALESET_45,Mandatory 
POTSALESET,POTSALESET_46,Reset Now
POTSALESET,POTSALESET_40,Make Default 
POTSALESET,POTSALESET_Invoice_Receipt_past_dates_Desc,Allow the creation of invoices/recepit for past dates
POTSALESET,POTSALESET_41,Add Payment Method
POTSALESET,POTSALESET_GST,GST
POTSALESET,POTSALESET_Selected_role_restrictions_deleted_succe,Selected role restrictions deleted successfully
POTSALESET,POTSALESET_Store_level,Store level
POTSALESET,POTSALESET_42,Payment Method
POTSALESET,SAMPLE_PRICE_AMOUNT_WITH_TAX,177.00
POTSALESET,POTSALESET_Provide_a_tax_percentage,Provide a tax percentage
POTSALESET,POTSALESET_Invoice_preview_Desc,Show an invoice preview before generating the invoice
POTSALESET,DISCOUNT_INFO_TITLE,Info
POTSALESET,POTSALESET_Invoice_prefix,Invoice prefix
